path1,path2
105707,95303
30136,42487
143229,35862
12809,95022
131114,62462
4827,111216
18427,55334
8963,135854
58848,30312
37044,139209
47726,50061
101905,124897
120167,15701
114992,120534
32195,82983
102071,139234
93111,134945
97272,114364
140061,34877
140218,126082
38406,79130
14617,46536
95687,48757
127820,5454
14206,129486
518,149131
45478,75311
27665,55650
39590,27820
50826,127088
3340,21791
110789,2765
40280,54686
26444,34579
27576,36537
40894,29372
106285,2819
141177,76970
38314,51872
139526,149058
140962,112613
124181,134652
3145,98526
41444,114714
120805,23682
13501,8365
32189,53004
78756,30779
47739,143137
86880,17138
50873,57075
33984,46900
72120,137187
129013,97357
56770,115695
95898,94314
60018,58973
143696,53319
4499,10246
18804,82673
99742,69436
10314,103828
24715,69238
7902,64408
62695,128895
70801,17606
132246,129970
38942,11477
115000,49415
65845,12133
12949,111002
48999,90479
3199,63249
111383,117217
148270,115328
67923,10314
1100,33390
133764,55447
56641,77681
9334,109415
121091,126217
48265,100261
77942,57341
45725,89939
2752,130599
67020,43397
80175,109147
64067,87282
91089,111916
43152,84079
245,114974
5264,146046
24914,64347
129017,68934
108518,123921
62505,9979
115673,73823
46776,14888
9458,132122
29056,26595
80550,40197
24437,91927
96375,35363
36638,56106
19241,74152
120396,48872
84334,129499
108752,113363
35563,21040
117078,82702
123831,66929
106635,60482
57089,40490
138324,65159
33844,146693
142573,74994
48619,35271
81605,6471
141129,129147
98449,78854
58658,1013
34012,53605
117377,105546
46316,54634
78916,125959
97819,112726
58920,43262
23762,20285
126185,143530
62804,135157
89691,63560
37927,3786
68549,46490
120566,23099
147983,651
70824,79155
26298,85768
80976,44192
39606,135723
26477,139444
52378,112206
130320,60212
21211,92083
16555,65753
36079,101600
24601,73843
73172,53781
64667,54665
51376,135653
61455,90905
86453,288
92053,144016
25900,82526
4652,121218
13648,118811
109451,132295
123406,73318
37149,57672
50477,38842
124088,4693
139524,89001
140059,120882
2693,71884
113960,72508
94165,134886
19981,142157
38066,90871
9474,57872
55219,144259
98688,46850
11945,43767
135648,13711
132555,7561
114172,114926
2067,9803
123241,20207
93649,120774
103408,70257
29562,144505
44156,91483
95066,134655
98202,11643
81410,24493
49859,99887
138453,87471
61789,20953
139389,38314
63724,77158
134178,26444
25153,68701
79448,71083
74945,40280
17339,27576
133288,141177
57152,139526
72186,90390
56848,106285
10569,50873
94758,99248
17244,59951
1818,80469
62847,36638
139982,134207
75966,19241
72152,24437
59391,29056
21139,46776
13028,62505
118718,81410
42617,138453
47597,106635
96353,49859
39446,117078
146461,9458
59951,35563
117137,48619
134207,99086
54048,141129
99840,19063
147311,98449
12979,34088
87859,127481
22877,44572
117879,8495
109949,123149
64756,148211
28005,27241
13837,99048
92630,72034
17445,12809
6233,100397
71083,143229
34525,131114
94041,35359
66832,18427
79776,70846
98997,24008
20953,90522
77158,36894
68701,114992
85735,30202
134900,76277
102913,120167
26977,18033
22580,101905
21841,88428
117757,47726
75492,58848
90791,105707
107024,4827
102511,30136
20779,73
88428,109713
18033,47102
40844,98749
90522,146780
148211,108752
44572,120396
114126,147877
29885,99840
34088,117879
19063,12979
99086,22877
146780,32195
147877,17445
98749,39590
8495,93111
47102,27665
127481,50826
123493,6233
24710,3340
131773,13837
116529,110789
2243,22185
23195,40894
149243,28005
55896,117137
121977,64756
135430,92630
120475,109949
64218,54048
5105,147311
109852,87859
91336,16054
35359,40844
26032,102071
134247,38406
59168,20779
44223,86821
26544,33497
133139,107024
18490,95687
109991,38701
7002,14617
523,140218
106029,45478
101818,97272
128725,127820
57456,140061
116442,14206
12049,66832
85356,134900
107133,24408
106456,102913
6021,55855
89426,26977
114513,117757
106003,22580
76612,58095
60928,108154
53098,99072
17437,14828
19956,54674
131415,92098
21695,129424
59944,71491
30962,97006
55110,126147
21424,69088
55562,47353
125262,58193
77797,23963
46519,25638
81209,121583
86024,112299
127571,115074
131078,23756
134964,3764
123528,76992
71148,94363
135999,43414
56059,43771
142402,92774
48389,6661
111703,41444
34523,124181
79375,13501
82361,117663
82153,120805
143432,3145
121185,140962
76723,78756
95373,86880
143677,33984
118423,47739
81304,32189
141892,110947
30019,140345
99999,102525
2753,128082
108048,124095
102923,18388
103868,70042
134769,106169
138529,27639
70752,48208
10929,52645
104081,13793
60251,12308
60933,144595
139121,75060
101633,83169
16858,126079
7303,75719
34768,115709
56379,130479
52512,94286
6288,35330
57516,43447
104016,144593
18111,89127
76365,21841
4886,125911
118379,96023
105402,90791
109280,95173
40791,55844
129276,102511
143842,37044
133922,8963
15590,26032
78331,91336
86701,5105
109122,134247
53827,109852
121498,59168
142279,131415
67320,26544
122353,59944
38762,21424
108076,30962
27424,18490
45609,21695
51954,55110
135634,55562
117403,7002
65644,125262
139999,109991
60836,133139
71376,60928
148780,17437
60230,80976
43153,106003
16009,39606
134192,114513
67661,26477
95009,89426
19871,57456
136585,12049
148675,128725
51477,85356
17912,135817
73004,107133
42830,88060
68548,106029
11530,116442
40953,130320
143565,36079
21974,6021
26588,109451
32146,106456
105751,123406
56670,13648
149409,50477
98583,25900
28411,64667
10612,89691
77724,51376
85440,62804
138233,37927
2452,116529
138691,68549
142335,2243
101789,70824
84295,55896
53335,53098
23783,120475
59246,19956
96783,44223
65034,64218
55718,135430
66681,74961
146007,121977
83234,149243
10652,88266
130536,34012
39374,24710
95508,117377
62437,123493
132504,81605
72781,142573
146046,123831
102280,33844
64347,46316
9979,131773
68934,78916
139397,126185
143754,97819
68943,138324
38889,2067
76478,58920
121009,123241
113830,57089
149418,29562
83609,64067
149775,103408
8038,132555
14915,49080
95549,40953
114974,120670
83624,136585
89916,134192
109175,95009
104961,139999
87282,117403
128432,148780
130599,76723
126217,102923
89939,121185
100261,82153
77681,103868
46900,82361
55447,143432
17138,71376
30779,56059
90479,60836
57075,135999
137187,73004
58973,71148
21040,67661
129499,19871
10246,68548
69436,148675
53319,11530
94314,51477
82702,38066
115695,92053
17606,4652
66929,73172
103828,86453
64408,55219
74910,11945
69238,114172
82673,98688
117603,23762
56106,61455
91927,9474
132122,40082
5408,135648
14888,127702
123921,67020
73823,45725
15290,74945
74152,2752
109147,43152
48872,17339
43397,63724
111916,5264
110201,61789
84079,24914
40197,95066
123720,245
26595,91089
35363,44156
70778,98202
50424,129017
15861,115673
355,108518
78542,96353
58940,13028
69737,7823
75490,47597
27739,118718
32892,21139
14242,39446
35428,75966
68091,138160
109425,139982
55642,72152
60865,62847
72787,143696
121985,19510
120670,95898
49080,82516
40082,60018
127702,82958
7823,104714
80469,17662
99248,86325
22185,111649
90390,56770
87471,6531
6661,129013
99887,72633
47759,146461
60095,96375
24408,80550
94286,84334
24493,58658
43771,8261
11643,29885
43414,95352
9803,114126
120774,65271
91483,58821
70257,46427
69088,23195
71491,132346
92098,133122
126147,26298
99072,147983
54674,52378
129424,120566
97006,16555
112299,24601
25638,37149
115074,86024
57672,139524
132295,94165
38842,2693
121583,131078
23963,123528
47353,113960
20207,17912
58193,19981
3764,124088
114926,140059
76992,127571
7561,134964
115709,42830
92774,48389
126079,13951
94363,142402
130479,111703
83169,79375
30312,134769
75719,70752
75060,2753
102525,141892
110947,38762
117663,118423
140345,27424
6531,143677
111649,45609
82516,32146
104714,51954
99545,60230
117217,95373
8365,81304
36537,108048
74552,99999
29372,10929
23682,121985
2819,138529
112613,72787
51872,104081
106169,142279
18388,60251
128082,139121
12308,121498
124095,67320
27639,30019
149058,122353
48208,108076
82264,146007
98526,10612
62745,53335
54686,138233
23244,95508
101786,10652
2765,7303
4185,109122
63617,15590
105451,38889
61631,95549
87464,62437
65159,39374
104108,78331
117499,133922
27820,86701
21791,143842
55650,34768
129486,8038
75311,56379
46737,149775
115463,15861
40192,52512
46536,57516
149131,18111
48757,78542
79130,118379
34877,58940
115278,355
114364,69737
42487,104016
134945,76365
126082,105402
43262,4886
62462,40791
20285,16858
82983,53827
15701,130536
55334,83234
50061,77724
43767,28411
139209,23783
13711,96783
144259,9334
90871,65034
46850,121091
60212,149409
142157,55718
65753,77942
112206,79448
92083,48265
139444,98583
120534,56670
124897,66681
111216,105751
95022,26588
135854,135634
144595,43153
13793,65644
35862,16009
52645,143565
95303,25153
134652,139389
114714,134178
130381,57152
34579,133764
51075,56848
115763,94758
49415,132246
111002,62695
53004,17244
131539,59391
63249,42617
115328,72186
143137,133288
33390,56641
57341,67923
23246,59246
35784,111383
82958,89916
19510,101789
138160,138691
72633,72781
86325,142335
70042,83624
76970,109175
17662,3199
12133,1100
97357,148270
129970,84295
60482,85440
11477,2452
99053,132504
40490,102280
128895,68943
25213,76478
98296,14915
146693,83609
79875,113830
1013,123720
74994,139397
40208,121009
80589,143754
35271,149418
129147,70778
3875,27739
6471,109425
5784,35428
4260,40208
78854,98296
85768,14242
105546,25213
125959,74910
127088,117603
5454,5408
54634,15290
112726,110201
139234,104961
135723,128432
46490,65845
143530,48999
3786,38942
23099,70801
44192,24715
651,99742
46327,99545
1505,35784
63560,18804
146677,7902
92536,1818
36181,4499
54114,72120
57878,98997
73602,47759
45410,79776
118750,94041
24469,518
2571,34525
139453,75492
3773,85735
76985,60095
87044,81815
81030,79082
37932,19445
108644,108644
144016,76985
135653,37932
288,87044
19445,118750
121218,2571
79082,3773
118811,24469
81815,81030
71884,45410
90905,33911
72508,73602
120882,92536
4693,110970
23756,36181
89001,57878
134886,13740
57872,68244
134655,146677
35330,54114
55855,25975
43447,127879
144505,1505
108154,1112
144593,41516
58095,122490
89127,3875
125911,80589
95173,68091
96023,32892
55844,55642
14281,75490
86821,50424
38701,6288
14828,129276
73318,101633
82526,60933
73843,109280
54665,60865
101600,21974
53781,80175
25975,93649
13740,21211
127879,101818
68244,523
135157,46519
1112,76612
79155,10569
53605,12949
109415,115000
113363,23246
58219,72944
146774,66499
30151,9222
146752,23247
133357,80293
90231,37001
129748,94982
80086,120035
122101,60539
76600,39842
60539,145659
94982,101711
35447,120560
133409,140851
64187,99214
59382,84497
29130,31904
80293,4437
66499,140771
23247,118242
145659,7314
120560,146774
7314,26553
101711,30151
129689,129689
90265,76600
39842,90265
120035,122101
37001,129748
72944,63497
9222,80086
140851,97914
118242,35447
84497,59382
4437,133409
83876,29130
140771,64187
99214,9664
31904,62622
30491,139453
99788,53190
64635,138683
47532,90231
30715,20204
50560,133357
104296,27967
102411,146752
97044,58219
26553,47241
37426,30491
127205,83876
27967,99788
78986,47532
20204,50560
17888,128652
63497,102411
79854,5083
33911,97044
101583,104296
110970,64635
26283,30715
22333,57010
61132,123022
73702,127205
85936,85936
48195,37426
119728,78986
141353,17888
5083,116297
123022,79854
128652,101583
57010,26283
56949,46327
85826,22333
30673,73702
106535,48195
20416,112361
78140,141632
73009,87920
62280,37276
71481,79946
8754,36530
86870,95864
115105,5784
47849,145568
129245,4260
72290,62338
141632,84368
148732,61132
30444,119728
71058,129245
87920,141353
112361,85826
49953,106535
79946,8754
41516,62280
62338,78140
122490,86870
145568,47849
95864,72290
38211,115105
36530,123003
37276,138418
22265,112707
126725,48044
13037,57060
125823,30444
18098,18098
118361,71058
14410,125823
95015,305
305,14410
57060,13037
138418,22265
48044,38211
123003,126725
138905,95015
84368,118361
116297,148732
97914,49953
138683,138905
62622,56949
53190,30673
9664,20416
47241,73009
17921,36345
71811,12990
81191,144594
1184,67641
16943,144031
21874,86872
100650,133081
71184,19816
3442,117332
90022,9529
23444,54953
42586,22721
107927,85374
132107,130828
93292,126945
21770,32478
48444,95814
114541,147458
26483,79354
100059,73782
118642,92355
44645,137889
123321,90032
38071,117786
109605,12041
46757,132679
64643,18369
98863,136525
53159,42586
78100,90022
93536,81191
40319,16943
59028,100650
125635,3442
52054,23444
87253,107927
76079,17921
125031,132107
53689,114541
90879,21770
130492,100059
119110,48444
91535,26483
78572,126447
2999,15342
146417,118642
89011,108571
14492,109605
115409,59028
66181,38071
96448,27345
38718,125635
64544,40319
78631,64643
58096,93536
126447,53159
95814,190
79354,125541
92355,78100
103524,40098
137889,107793
93096,89595
90032,105366
12041,58668
18369,94246
117786,122288
136525,77232
132729,107899
132679,128197
87874,13823
62443,2946
44831,1632
126072,143810
56299,84858
65590,90934
86418,94849
148216,18483
145829,65736
1592,6576
83487,128317
116766,60760
60760,98863
190,73036
107793,46757
125541,123321
40098,38002
94849,125031
49847,38318
90934,52054
26513,17129
1632,81779
76348,87253
134684,99510
23819,135223
143607,66417
17129,42713
99510,43565
81779,117513
22145,134684
32282,49847
89747,23819
27900,26513
137230,76348
136805,16040
11767,39115
145959,128848
58999,3060
54105,48432
94498,84635
77705,105503
25907,134007
140010,42731
47780,83600
24910,94397
22844,137870
103206,11767
136668,27900
22797,32282
92438,107053
67351,22145
130958,89747
12561,137230
43679,25907
17627,136805
123804,77705
54298,47780
21534,94498
110101,24910
4704,130958
9439,136668
107053,43679
135223,123804
42713,12561
117513,103206
16040,22797
128848,67351
48432,140010
39270,9439
105503,76079
99098,90879
84635,119110
43565,110101
66417,91535
105955,2999
27345,89011
38318,115409
38002,15619
108571,14492
73036,52004
66310,146417
128317,78572
65736,21534
105366,92438
18483,4704
89595,130492
77232,53689
128197,64544
84858,96448
13823,78631
143810,44645
39115,58096
2946,38718
107899,66181
122288,38758
58668,95717
6576,10756
94246,25235
89375,138018
95110,25287
134103,65353
47826,89509
65466,54298
63620,17627
5978,22844
12776,54105
142761,145959
53593,31218
68600,99098
120690,143607
112707,105955
95356,66310
45861,116766
76440,1184
57423,83487
64837,56299
114800,21874
138341,62443
118319,71184
73782,132729
85374,87874
19825,47826
34854,95110
22721,44831
19816,65590
86872,1592
117332,86418
54953,126072
128629,148216
68384,65466
73110,134103
9529,145829
133081,89375
144031,71811
144594,93292
36345,93096
126945,103524
147458,118319
32478,114800
38758,68600
37035,64837
15619,53593
52004,95356
20990,71481
121345,45861
65353,5978
138018,76440
95717,12776
12990,63620
25287,57423
10756,142761
67641,120690
130828,128629
15342,138341
31218,68384
134007,34854
137870,73110
83600,19825
137147,37035
90163,130765
138043,40801
32740,102596
141200,40979
76423,48357
38776,110627
148326,38776
96456,66053
85651,32740
16447,76423
133311,90326
145260,138043
144369,96456
58639,90163
120389,29231
137623,51485
48611,1329
52887,141200
24553,65059
125771,111426
91433,69144
134588,101138
41175,99036
57622,131567
25804,89394
73978,77068
78005,18940
54797,6868
80800,116931
82297,125754
127731,97919
41250,28886
94751,51349
77328,148536
103652,119688
140907,86120
41065,111186
124403,142665
28418,113825
3911,134439
3721,3010
93217,49678
13833,3721
77068,13833
29231,3911
101138,41065
51485,120389
69144,28418
1329,58639
90326,145260
66053,127067
110627,16447
127067,148326
40979,85651
17115,133311
48357,93217
78142,124403
65059,137623
88921,140907
532,48611
9856,103652
105975,52887
31952,125771
45669,111996
142352,57622
25137,78005
122755,25804
75783,54797
34193,73978
131567,82297
54849,41250
148536,22004
86120,127731
51349,80800
89394,20990
18940,94751
116931,45506
49678,75988
45506,121345
49361,49361
89509,77328
75988,24553
134439,126956
25235,91433
113825,41175
3010,83384
125754,134588
142665,93588
97919,74506
6868,58999
28886,109979
111186,64979
38225,134595
119688,134601
118737,1415
60918,137147
99036,39924
111426,10229
134944,23906
24395,146873
8571,73223
56545,712
40801,141065
3591,72916
102596,137480
130765,103197
133599,109373
73223,54019
141065,56545
23906,24395
103197,17115
10229,78142
109373,88921
39924,9856
54019,31952
55972,25137
146873,45669
712,143484
126956,75783
72916,60918
93588,34193
137480,54849
109979,118737
134601,99445
42731,142352
134595,105975
94397,532
1415,134944
64979,8571
74506,55972
83384,133599
111996,144369
22004,3591
143484,17901
40091,40091
134454,44783
99445,124521
24899,105467
17851,123646
39075,74316
111614,84945
10141,88214
80447,129875
78558,76692
135416,103432
88233,78558
30518,63615
127137,22466
19783,36020
141461,106867
45532,126474
137692,127137
113725,135416
126474,80447
36020,7273
63615,10141
103432,133580
88214,134454
22466,122755
36762,34004
76692,39330
84945,141407
129875,130289
55124,130096
74316,88233
130096,39075
141407,30518
105467,98873
39330,19783
7273,37023
34004,45532
124521,113725
146001,141461
17901,77349
44783,109899
133580,58748
138988,20916
20916,5887
109899,40071
5887,17851
77349,111614
98873,24899
40071,138988
58748,38225
37023,137692
104403,42576
24747,32587
113571,79400
72914,141703
16185,65533
22449,87468
64609,23320
149825,121015
86983,33690
32587,86983
132580,109673
48834,38226
56604,112273
79747,79747
2436,13854
66267,2436
13854,56604
114795,144371
106867,124561
42576,114308
90050,143887
72415,94476
31618,43576
50501,40505
109673,91128
144371,37051
79400,24790
124561,54969
65533,46832
23320,100888
143887,3232
40505,77574
94476,96218
121015,22449
29726,63825
33690,38261
78863,64609
38261,24747
100888,16185
63825,113571
96218,90050
3232,50501
54969,132580
77574,114795
46832,48834
24790,36762
43576,72415
37051,104403
25560,72914
64497,31618
114308,149825
87468,78863
141703,29726
91128,64497
138663,56322
39151,65141
40029,147497
91793,38875
73503,75252
73536,11923
36908,25290
7991,42449
71569,4346
126805,81987
11923,137536
124167,97391
75252,94928
147497,114298
56322,74728
94928,130197
15048,129836
65141,72129
32040,80123
102583,84632
92711,100072
92211,39935
38875,66030
25290,125273
48003,17219
42449,60546
81987,140691
141467,141467
125273,122282
100072,94235
66030,65967
84632,25560
26088,109455
72129,91793
60546,141955
97391,40029
129467,138663
130197,73536
114298,39151
129836,48003
80123,7991
17219,126805
140691,92711
137536,88286
4346,32040
102613,50108
122282,102583
135146,124167
65967,71569
9875,36908
113222,124329
39935,73503
134143,102613
148889,135146
94235,113222
109455,49560
141955,148889
124329,9875
88286,129467
139071,132996
97024,98795
132996,97024
132254,92211
75254,139071
88675,132254
10562,135439
77514,122415
76298,96044
6585,15048
57268,103495
136786,75254
141932,75945
147272,70516
111000,120850
34577,125226
92996,141936
129752,34577
55004,109659
72670,2468
119969,1356
133107,111000
122415,88675
110679,92996
135439,76298
96044,129752
103495,6585
50108,147272
98795,136786
75945,108722
125226,57268
70516,93263
141936,55004
120850,46788
2468,72670
84513,54894
1356,133107
109659,72310
46788,106331
54894,119969
72310,77514
74728,110679
112583,10562
93263,141932
108722,109292
83332,121146
73914,58214
73196,36741
10975,63753
5242,74144
76892,105878
27258,98696
131904,15358
48595,51852
23274,46951
84816,149927
140898,11822
104259,147011
3063,3063
149927,84816
121146,109065
109065,106087
83878,83878
52002,65768
51852,144062
98696,92454
74144,38754
36741,71294
105878,25166
58214,78703
63753,109283
144062,29531
38754,131904
65768,17183
106087,23274
71294,140898
92454,73196
78703,5242
21699,73914
109283,48595
25166,27258
17183,83332
29531,76892
109292,10975
147011,104259
110425,110425
88752,84513
11822,88752
18082,18082
15358,52002
46951,125808
30593,65420
22788,85888
125808,110696
13367,38386
10591,141527
29612,117076
73746,123495
51228,122403
108831,74987
16759,52354
54047,13367
86226,13971
41873,2240
143671,40154
17719,14969
37838,17719
14969,53418
101651,80671
80671,10591
2240,139928
110696,29612
141527,61131
85888,51228
117076,16759
65420,73746
122403,86226
13971,101651
52354,41873
32153,54047
139928,48047
61131,143671
48047,63
63,55155
65403,65403
96204,37838
55155,96204
23117,23117
40154,32153
38386,30593
123495,21699
74987,22788
53418,108831
149057,22402
121305,123349
2826,40485
21398,36724
55505,19268
97438,7383
44861,68798
60755,107676
142934,110635
142648,116951
73377,28895
47530,149057
29532,55505
40213,30959
7850,44861
145266,26323
65711,79884
334,127818
29001,121305
138255,21398
56294,142934
8804,97438
82204,60755
125835,112583
135155,142648
145930,47530
116951,2826
23983,29532
113467,145266
51688,334
137439,145930
88181,56294
107676,135155
124359,8804
68798,7850
36724,82204
7383,7897
110635,125835
28895,138255
127818,51688
19268,23983
40485,88181
22402,124359
79884,137439
123349,113467
30959,29001
26323,65711
106331,73377
14254,111379
51064,43521
149021,69614
53342,70760
125057,141117
52555,3967
146350,51092
105013,138481
27691,132022
7897,11760
83110,85890
39313,91066
75461,48898
86544,51064
7864,70662
11751,8042
31094,91601
110215,31094
24343,23769
101321,11751
125934,14254
8042,7864
72705,72705
91601,96733
96733,86544
70662,39313
78508,11724
83648,40213
132748,83110
11760,16155
20945,125057
43521,83648
70760,53342
73168,78508
51092,149021
132022,132748
85890,20945
66373,73168
91066,146686
86127,66373
78085,112777
49560,86127
72171,72171
112777,78085
146686,127789
43377,101321
3967,102037
69614,125934
6046,24343
104071,26088
16155,110215
11724,75461
111379,27691
23769,90690
102037,104071
127789,105013
48898,52555
116109,54742
54742,85395
31970,56815
53616,43377
64982,85228
91353,116109
89168,31970
133681,64982
127410,4511
82764,81347
62715,47167
141783,91353
23022,141783
15576,97064
59442,53616
47167,126818
4511,100728
85395,46391
81347,69226
56815,55651
85228,120471
138481,143202
82496,103459
100728,7158
7158,82496
86196,45132
146860,86196
46391,134143
126818,35003
97064,146860
66323,66323
69226,62715
120471,137195
112273,90691
31141,31141
55651,40615
90691,66267
71706,71706
52878,82764
137389,23022
61929,127410
76524,137389
116568,29262
137195,140269
103459,61929
45132,133681
35003,15576
143202,116568
38226,59442
40615,89168
69788,52878
56834,57264
123646,139786
61272,83971
143407,134185
77473,47002
103011,9983
58591,5136
97112,16845
130289,90237
137096,99425
101058,6898
57264,4904
89556,27062
45562,86179
114666,84671
145178,137419
